Title,Released,imdbRating,imdbID,Downloaded?
Wo hu cang long,2000-05-18,7.8,tt0190332,Y
Dinosaur,2000-05-19,6.5,tt0130623,Y
Road Trip,2000-05-19,6.4,tt0215129,Y
Fa yeung nin wah,2000-05-20,8.1,tt0118694,L
Mission: Impossible II,2000-05-24,6.1,tt0120755,N
Titan A.E.,2000-06-16,6.6,tt0120913,Y
Chicken Run,2000-06-23,7,tt0120630,Y
"Me, Myself & Irene",2000-06-23,6.6,tt0183505,Y
The Patriot,2000-06-30,7.2,tt0187393,Y
Pokémon 3 the Movie: Spell of the Unown,2000-07-08,5.9,tt0235679,Y
X-Men,2000-07-12,7.4,tt0120903,Y
The Beaver Trilogy,2000-08-01,7.5,tt0256639,Y
The Little Vampire,2000-08-18,5.8,tt0192255,Y
Snatch,2000-08-23,8.3,tt0208092,Y
Highlander: Endgame,2000-09-01,4.7,tt0144964,Y
Memento,2000-09-05,8.4,tt0209144,N
The Little Mermaid II: Return to the Sea,2000-09-19,5.6,tt0240684,Y
Hjælp! Jeg er en fisk,2000-10-06,6,tt0168856,L
"O Brother, Where Art Thou?",2000-10-19,7.7,tt0190590,N
Pay It Forward,2000-10-20,7.2,tt0223897,Y
Joseph: King of Dreams,2000-11-07,6.5,tt0264734,Y
How the Grinch Stole Christmas,2000-11-08,6.2,tt0170016,Y
Jack Frost 2: Revenge of the Mutant Killer Snowman,2000-11-21,3.7,tt0239496,Y
102 Dalmatians,2000-11-22,4.9,tt0211181,Y
The Land Before Time VII: The Stone of Cold Fire,2000-12-05,6,tt0267657,Y
Air Bud 3: World Pup,2000-12-12,4.6,tt0161220,N
The Emperor's New Groove,2000-12-15,7.4,tt0120917,Y
What Women Want,2000-12-15,6.4,tt0207201,Y
Jönssonligan spelar högt,2000-12-25,4.7,tt0269410,Y
Pokémon: Mewtwo Returns,2000-12-30,6.5,tt0304564,Y
Donnie Darko,2001-01-19,8,tt0246578,Y
Hannibal,2001-02-09,6.8,tt0212985,N
Recess: School's Out,2001-02-10,6.6,tt0265632,Y
Lady and the Tramp II: Scamp's Adventure,2001-02-27,5.9,tt0249677,Y
The Experiment,2001-03-07,7.7,tt0250258,Y
Spy Kids,2001-03-30,5.5,tt0227538,N
Crocodile Dundee in Los Angeles,2001-04-12,4.8,tt0231402,Y
Freddy Got Fingered,2001-04-18,4.6,tt0240515,Y
Le fabuleux destin d'Amélie Poulain,2001-04-25,8.3,tt0211915,Y
Mulholland Dr.,2001-05-16,7.9,tt0166924,Y
Shrek,2001-05-18,7.8,tt0126029,N
Atlantis: The Lost Empire,2001-06-03,6.9,tt0230011,Y
The Fast and the Furious,2001-06-22,6.8,tt0232500,Y
Pokémon 4Ever: Celebi - Voice of the Forest,2001-07-07,5.8,tt0287635,Y
Siu Lam juk kau,2001-07-12,7.3,tt0286112,Y
Legally Blonde,2001-07-13,6.4,tt0250494,Y
Jurassic Park III,2001-07-16,5.9,tt0163025,N
Sen to Chihiro no kamikakushi,2001-07-20,8.6,tt0245429,N
Jason X,2001-07-24,4.4,tt0211443,Y
Planet of the Apes,2001-07-27,5.7,tt0133152,Y
The Princess Diaries,2001-07-29,6.4,tt0247638,Y
The Others,2001-08-02,7.6,tt0230600,N
Osmosis Jones,2001-08-07,6.3,tt0181739,Y
American Pie 2,2001-08-10,6.4,tt0252866,Y
Zoolander,2001-09-28,6.5,tt0196229,Y
The Royal Tenenbaums,2001-10-05,7.6,tt0265666,Y
Children of the Corn: Revelation,2001-10-09,3.5,tt0279730,Y
"Monsters, Inc.",2001-10-28,8.1,tt0198781,Y
Shrek in the Swamp Karaoke Dance Party,2001-11-02,7,tt0307461,YT
Harry Potter and the Sorcerer's Stone,2001-11-04,7.6,tt0241527,Y
Oldboy,2001-11-21,8.4,tt0364569,Y
The Land Before Time VIII: The Big Freeze,2001-12-04,5.9,tt0301526,Y
Ocean's Eleven,2001-12-07,7.7,tt0240772,Y
The Lord of the Rings: The Fellowship of the Ring,2001-12-10,8.8,tt0120737,N
A Beautiful Mind,2001-12-13,8.2,tt0268978,Y
Not Another Teen Movie,2001-12-14,5.7,tt0277371,Y
The Majestic,2001-12-21,6.9,tt0268995,Y
The Count of Monte Cristo,2002-01-25,7.7,tt0245844,Y
Asterix & Obelix: Mission Cleopatra,2002-01-30,6.7,tt0250223,Y
Return to Never Land,2002-02-10,5.8,tt0280030,Y
War Game,2002-02-11,6.8,tt0365910,
Balto: Wolf Quest,2002-02-19,6.1,tt0281634,Y
Cinderella II: Dreams Come True,2002-02-26,5,tt0291082,Y
The Man Without a Past,2002-03-01,7.7,tt0311519,Y
Ice Age,2002-03-15,7.5,tt0268380,Y
The Hunchback of Notre Dame II,2002-03-19,4.7,tt0257778,Y
Blade II,2002-03-22,6.7,tt0187738,Y
Panic Room,2002-03-29,6.8,tt0258000,Y
My Big Fat Greek Wedding,2002-04-19,6.6,tt0259446,Y
Spider-Man,2002-04-29,7.3,tt0145487,N
Star Wars: Episode II - Attack of the Clones,2002-05-16,6.5,tt0121765,Y
Cidade de Deus,2002-05-18,8.6,tt0317248,Y
Punch-Drunk Love,2002-05-19,7.3,tt0272338,Y
The Pianist,2002-05-24,8.5,tt0253474,N
Spirit: Stallion of the Cimarron,2002-05-24,7.2,tt0166813,Y
Scooby-Doo,2002-06-14,5.2,tt0267913,Y
Air Bud: Seventh Inning Fetch,2002-06-18,4.5,tt0288415,Y
Lilo & Stitch,2002-06-21,7.3,tt0275847,Y
Halloween: Resurrection,2002-07-12,4,tt0220506,Y
Pokémon Heroes,2002-07-13,6.1,tt0347791,Y
K-19: The Widowmaker,2002-07-19,6.7,tt0267626,Y
Austin Powers in Goldmember,2002-07-26,6.2,tt0295178,Y
The Master of Disguise,2002-08-02,3.3,tt0295427,Y
Red Dragon,2002-08-04,7.2,tt0289765,Y
Spy Kids 2: Island of Lost Dreams,2002-08-07,5.2,tt0287717,N
xXx,2002-08-09,5.9,tt0295701,Y
The Ring,2002-10-18,7.1,tt0298130,Y
The Santa Clause 2,2002-11-01,5.7,tt0304669,Y
Harry Potter and the Chamber of Secrets,2002-11-03,7.4,tt0295297,Y
Die Another Day,2002-11-20,6.1,tt0246460,Y
Gone Nutty,2002-11-26,7.4,tt0342965,YT
Treasure Planet,2002-11-27,7.2,tt0133240,Y
Eight Crazy Nights,2002-11-27,5.3,tt0271263,Y
The Lord of the Rings: The Two Towers,2002-12-05,8.7,tt0167261,N
The Land Before Time IX: Journey to Big Water,2002-12-10,5.8,tt0345543,Y
Star Trek: Nemesis,2002-12-13,6.4,tt0253754,Y
Catch Me If You Can,2002-12-18,8.1,tt0264464,Y
Chicago,2002-12-27,7.2,tt0299658,Y
101 Dalmatians II: Patch's London Adventure,2003-01-21,5.8,tt0324941,Y
Good Bye Lenin!,2003-02-13,7.7,tt0301357,Y
The Jungle Book 2,2003-02-14,5.4,tt0283426,Y
Daredevil,2003-02-14,5.3,tt0287978,Y
Bruce Almighty,2003-03-14,6.8,tt0315327,Y
Piglet's Big Movie,2003-03-16,6.2,tt0323642,Y
Holes,2003-04-18,7,tt0311289,Y
X-Men 2,2003-04-24,7.4,tt0290334,Y
The Matrix Reloaded,2003-05-15,7.2,tt0234215,N
Atlantis: Milo's Return,2003-05-20,5.1,tt0344864,Y
The Brown Bunny,2003-05-21,5,tt0330099,Y
Shrek 4-D,2003-05-23,6.3,tt0360985,YT
Finding Nemo,2003-05-30,8.1,tt0266543,Y
Why Not a Sparrow,2003-06-01,7.2,tt4722550,L
2 Fast 2 Furious,2003-06-06,5.9,tt0322259,Y
Dumb and Dumberer: When Harry Met Lloyd,2003-06-13,3.4,tt0329028,Y
Hulk,2003-06-20,5.6,tt0286716,Y
Air Bud: Spikes Back,2003-06-24,4.1,tt0337812,Y
The Room,2003-06-27,3.7,tt0368226,Y
Pirates of the Caribbean: The Curse of the Black Pearl,2003-06-28,8,tt0325980,Y
Terminator 3: Rise of the Machines,2003-06-30,6.3,tt0181852,Y
Sinbad: Legend of the Seven Seas,2003-07-02,6.7,tt0165982,Y
"Legally Blonde 2: Red, White & Blonde",2003-07-02,4.8,tt0333780,Y
Bad Boys II,2003-07-18,6.6,tt0172156,Y
Johnny English,2003-07-18,6.2,tt0274166,Y
Pokémon: Jirachi - Wish Maker,2003-07-19,5.8,tt0420076,Y
Spy Kids 3: Game Over,2003-07-25,4.3,tt0338459,Y
American Wedding,2003-08-01,6.3,tt0328828,Y
Freaky Friday,2003-08-04,6.2,tt0322330,Y
Freddy vs. Jason,2003-08-15,5.7,tt0329101,Y
Stitch! The Movie,2003-08-26,6.2,tt0348124,Y
Dying at Grace,2003-09-08,8.2,tt0379269,YT
Kill Bill: Vol. 1,2003-10-10,8.1,tt0266697,Y
Mystic River,2003-10-15,7.9,tt0327056,Y
The Texas Chainsaw Massacre,2003-10-17,6.2,tt0324216,Y
Brother Bear,2003-11-01,6.8,tt0328880,Y
The Matrix Revolutions,2003-11-05,6.8,tt0242653,N
Elf,2003-11-07,7,tt0319343,Y
Love Actually,2003-11-14,7.6,tt0314331,Y
The Last Samurai,2003-11-20,7.7,tt0325710,N
The Lord of the Rings: The Return of the King,2003-12-01,8.9,tt0167260,N
The Land Before Time X: The Great Longneck Migration,2003-12-02,6.2,tt0378230,Y
Big Fish,2003-12-04,8,tt0319061,Y
Joshua and the Promised Land,2003-12-23,2.2,tt0464073,YT
Teacher's Pet,2004-01-16,5.8,tt0350194,Y
Napoleon Dynamite,2004-01-17,6.9,tt0374900,Y
Lilla Jönssonligan på kollo,2004-01-23,3,tt0378254,Y
The Lion King 1½,2004-02-10,6.5,tt0318403,Y
Sex Lives of the Potato Men,2004-02-20,4.7,tt0368259,Y
The Passion of the Christ,2004-02-25,7.2,tt0335345,Y
Eternal Sunshine of the Spotless Mind,2004-03-19,8.3,tt0338013,Y
Dawn of the Dead,2004-03-19,7.3,tt0363547,Y
Terkel i knibe,2004-03-20,7.1,tt0386820,Y
Scooby-Doo 2: Monsters Unleashed,2004-03-20,5.1,tt0331632,Y
George and the Dragon,2004-03-28,5.7,tt0306892,Y
Shaun of the Dead,2004-03-29,7.9,tt0365748,Y
Home on the Range,2004-04-02,5.4,tt0299172,Y
Kill Bill: Vol. 2,2004-04-08,8,tt0378194,Y
The Punisher,2004-04-16,6.4,tt0330793,Y
Mean Girls,2004-04-19,7,tt0377092,Y
Troy,2004-05-13,7.3,tt0332452,Y
Shrek 2,2004-05-19,7.2,tt0298148,N
The Notebook,2004-05-20,7.8,tt0332280,N
Harry Potter and the Prisoner of Azkaban,2004-05-23,7.9,tt0304141,Y
Garfield,2004-06-11,5,tt0356634,Y
The Terminal,2004-06-18,7.4,tt0362227,Y
Spider-Man 2,2004-06-22,7.3,tt0316654,Y
Anchorman: The Legend of Ron Burgundy,2004-06-28,7.2,tt0357413,Y
Pokémon the Movie: Destiny Deoxys,2004-07-17,6.1,tt0435286,Y
Collateral,2004-08-06,7.5,tt0369339,Y
The Princess Diaries 2: Royal Engagement,2004-08-11,5.9,tt0368933,Y
"Mickey, Donald, Goofy: The Three Musketeers",2004-08-20,6.4,tt0371823,Y
Exorcist: The Beginning,2004-08-20,5.1,tt0204313,Y
All About a Girl,2004-09-01,5.7,tt4722546,L
Howl's Moving Castle,2004-09-05,8.2,tt0347149,N
Crash,2004-09-10,7.7,tt0375679,Y
Shark Tale,2004-09-10,6,tt0307453,Y
Der Untergang,2004-09-16,8.2,tt0363163,Y
Der Untergang,2004-09-16,8.2,tt0363163,Y
San ging chaat goo si,2004-09-23,7,tt0386005,Y
Populärmusik från Vittula,2004-09-24,6.5,tt0314524,C
Balto III: Wings of Change,2004-09-30,6.2,tt0423849,Y
The Polar Express,2004-10-21,6.6,tt0338348,Y
The Incredibles,2004-10-24,8,tt0317705,Y
Ray,2004-10-29,7.7,tt0350258,Y
Mulan II,2004-11-03,5.7,tt0279967,Y
Far Far Away Idol,2004-11-05,6.3,tt0438844,YT
The SpongeBob SquarePants Movie,2004-11-14,7.1,tt0345950,N
National Treasure,2004-11-19,6.9,tt0368891,Y
The Life Aquatic with Steve Zissou,2004-11-20,7.3,tt0362270,Y
Blade: Trinity,2004-12-08,5.8,tt0359013,Y
Ocean's Twelve,2004-12-10,6.5,tt0349903,Y
Million Dollar Baby,2004-12-15,8.1,tt0405159,Y
A Series of Unfortunate Events,2004-12-17,6.8,tt0339291,Y
The Land Before Time XI: Invasion of the Tinysauruses,2005-01-11,5.7,tt0424228,Y
Elektra,2005-01-14,4.7,tt0357277,Y
The Squid and the Whale,2005-01-23,7.3,tt0367089,Y
Pooh's Heffalump Movie,2005-02-11,6.4,tt0407121,Y
Robots,2005-03-06,6.3,tt0358082,Y
Tian bian yi duo yun,2005-03-18,6.6,tt0445760,L
The Ring Two,2005-03-18,5.4,tt0377109,Y
Dominion,2005-03-18,5.2,tt0449086,Y
Valiant,2005-03-25,5.5,tt0361089,Y
Sin City,2005-03-28,8,tt0401792,Y
Man-Thing,2005-04-21,4,tt0290747,Y
The Hitchhiker's Guide to the Galaxy,2005-04-28,6.8,tt0371724,Y
xXx: State of the Union,2005-04-29,4.5,tt0329774,Y
Star Wars: Episode III - Revenge of the Sith,2005-05-19,7.5,tt0121766,Y
Madagascar,2005-05-27,6.9,tt0351283,Y
Batman Begins,2005-05-31,8.2,tt0372784,N
Land of the Dead,2005-06-18,6.2,tt0418819,Y
Murderball,2005-07-08,7.7,tt0436613,Y
Fantastic Four,2005-07-08,5.7,tt0120667,Y
Charlie and the Chocolate Factory,2005-07-10,6.6,tt0367594,N
Pokémon: Lucario and the Mystery of Mew,2005-07-16,6.9,tt0875609,Y
The 40 Year Old Virgin,2005-08-19,7.1,tt0405422,Y
The Origin of Stitch,2005-08-30,6.4,tt1242449,YT
Lilo & Stitch 2: Stitch Has a Glitch,2005-08-30,6.3,tt0457993,Y
Brokeback Mountain,2005-09-02,7.7,tt0388795,N
Casanova,2005-09-03,6.5,tt0402894,Y
Walk the Line,2005-09-04,7.8,tt0358273,Y
Tideland,2005-09-09,6.5,tt0410764,Y
Pride & Prejudice,2005-09-11,7.8,tt0414387,N
The Curse of the Were-Rabbit,2005-10-07,7.4,tt0312004,Y
Chicken Little,2005-10-30,5.7,tt0371606,Y
Harry Potter and the Goblet of Fire,2005-11-06,7.7,tt0330373,Y
Kong: King of Atlantis,2005-11-22,4.2,tt0756311,YT
Little Spirits,2005-12-01,8,tt4722542,L
King Kong,2005-12-05,7.2,tt0360717,Y
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07,6.9,tt0363771,Y
Kronk's New Groove,2005-12-13,5.8,tt0401398,Y
Hoodwinked!,2005-12-16,6.4,tt0443536,Y
Fun with Dick and Jane,2005-12-21,6.2,tt0369441,N
Band Camp,2005-12-26,5.1,tt0436058,Y
Bambi II,2006-01-26,6.1,tt0447854,Y
Lilla Jönssonligan och stjärnkuppen,2006-01-27,2.7,tt0497932,Y
Curious George,2006-02-10,6.5,tt0381971,Y
Ultimate Avengers,2006-02-21,6.7,tt0491703,Y
V for Vendetta,2006-03-16,8.2,tt0434409,N
The Lives of Others,2006-03-23,8.4,tt0405094,Y
Ice Age: The Meltdown,2006-03-31,6.8,tt0438097,Y
Asterix and the Vikings,2006-04-05,6.1,tt0371552,N
The Wild,2006-04-14,5.2,tt0405469,Y
Pokémon: The Mastermind of Mirage Pokémon,2006-04-29,6.1,tt1371721,Y
Over the Hedge,2006-04-30,6.7,tt0327084,Y
Mission: Impossible III,2006-05-05,6.9,tt0317919,N
The Da Vinci Code,2006-05-17,6.6,tt0382625,N
An Inconvenient Truth,2006-05-24,7.4,tt0497116,Y
Clerks II,2006-05-26,7.3,tt0424345,Y
Cars,2006-05-26,7.1,tt0317219,Y
X-Men: The Last Stand,2006-05-26,6.7,tt0376994,Y
El laberinto del fauno,2006-05-27,8.2,tt0457430,Y
The Omen,2006-06-06,5.5,tt0466909,Y
The Fast and the Furious: Tokyo Drift,2006-06-16,6,tt0463985,Y
Garfield: A Tale of Two Kitties,2006-06-16,5,tt0455499,Y
Death Note: Desu nôto,2006-06-17,7.6,tt0758742,Y
Superman Returns,2006-06-21,6,tt0348150,Y
The Devil Wears Prada,2006-06-22,6.9,tt0458352,Y
Click,2006-06-23,6.4,tt0389860,Y
Leroy & Stitch,2006-06-23,6.2,tt0486761,Y
Pirates of the Caribbean: Dead Man's Chest,2006-06-24,7.3,tt0383574,Y
Pokémon Ranger and the Temple of the Sea,2006-07-15,6,tt1000095,Y
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006-08-02,7.3,tt0443453,Y
Ultimate Avengers II,2006-08-08,6.6,tt0803093,Y
Snakes on a Plane,2006-08-17,5.4,tt0417148,Y
Schwarze Schafe,2006-08-19,6.7,tt0832517,L
Brother Bear 2,2006-08-29,6.2,tt0465925,Y
Idiocracy,2006-09-01,6.6,tt0387808,Y
Papurika,2006-09-02,7.7,tt0851578,Y
Hei yan quan,2006-09-04,7,tt0855824,Y
Black Sheep,2006-09-10,5.8,tt0779982,Y
The Departed,2006-10-06,8.5,tt0407887,Y
Little Children,2006-10-06,7.5,tt0404203,Y
The Texas Chainsaw Massacre: The Beginning,2006-10-06,5.8,tt0420294,Y
The Ugly Duckling and Me!,2006-10-06,5.4,tt0396042,Y
Everything Will Be Ok,2006-10-07,8.1,tt0887734,YT
Death Note - Desu nôto: The Last Name,2006-10-16,7.2,tt0810827,Y
The Prestige,2006-10-17,8.5,tt0482571,Y
Flags of Our Fathers,2006-10-20,7.1,tt0418689,Y
Flushed Away,2006-11-03,6.6,tt0424095,Y
The Santa Clause 3: The Escape Clause,2006-11-03,4.8,tt0452681,Y
Casino Royale,2006-11-14,8,tt0381061,Y
Kong: Return to the Jungle,2006-11-14,4.2,tt4400926,YT
No Time for Nuts,2006-11-21,7.6,tt0902999,YT
The Land Before Time XII: The Great Day of the Flyers,2006-12-06,6,tt0933064,Y
Letters from Iwo Jima,2006-12-09,7.9,tt0498380,Y
300,2006-12-09,7.6,tt0416449,Y
The Fox and the Hound 2,2006-12-12,5.3,tt0465997,Y
Air Buddies,2006-12-12,4.8,tt0470982,Y
Eragon,2006-12-15,5.1,tt0449010,Y
Night at the Museum,2006-12-17,6.4,tt0477347,Y
The Naked Mile,2006-12-19,5.1,tt0808146,Y
Rocky Balboa,2006-12-20,7.1,tt0479143,Y
The Invincible Iron Man,2007-01-23,5.9,tt0903135,Y
Epic Movie,2007-01-26,2.4,tt0799949,Y
Cinderella III: A Twist in Time,2007-02-06,6,tt0465940,Y
Hannibal Rising,2007-02-07,6.2,tt0367959,Y
Hot Fuzz,2007-02-16,7.8,tt0425112,N
Ghost Rider,2007-02-16,5.3,tt0259324,Y
The Number 23,2007-02-23,6.4,tt0481369,Y
Zodiac,2007-03-02,7.7,tt0443706,Y
Meet the Robinsons,2007-03-23,6.8,tt0396555,Y
Grindhouse,2007-04-06,7.5,tt0462322,Y
Death Proof,2007-04-06,7,tt1028528,Y
Spider-Man 3,2007-04-16,6.2,tt0413300,N
Fracture,2007-04-20,7.2,tt0488120,Y
Shrek the Third,2007-05-18,6.1,tt0413267,N
No Country for Old Men,2007-05-19,8.1,tt0477348,N
The 11th Hour,2007-05-19,7.2,tt0492931,Y
Pirates of the Caribbean: At World's End,2007-05-19,7.1,tt0449088,Y
Ocean's Thirteen,2007-05-24,6.9,tt0496806,Y
Highlander: The Search for Vengeance,2007-06-05,6.8,tt0465657,Y
Live Free or Die Hard,2007-06-12,7.1,tt0337978,Y
4: Rise of the Silver Surfer,2007-06-15,5.6,tt0486576,Y
Ratatouille,2007-06-22,8,tt0382932,Y
Evan Almighty,2007-06-22,5.4,tt0413099,N
Harry Potter and the Order of the Phoenix,2007-06-28,7.5,tt0373889,Y
Pokémon: The Rise of Darkrai,2007-07-14,6.5,tt1226251,Y
Doctor Strange,2007-08-14,6.7,tt0910865,Y
Death Note Rewrite: Genshisuru Kami,2007-08-31,7.5,tt3355694,Y
Halloween,2007-08-31,6.1,tt0373883,Y
Juno,2007-09-01,7.4,tt0467406,Y
The Darjeeling Limited,2007-09-03,7.2,tt0838221,Y
Diary of the Dead,2007-09-08,5.6,tt0848557,Y
Highlander: The Source,2007-09-15,3.1,tt0299981,Y
Into the Wild,2007-09-21,8.1,tt0758758,Y
Bloodmonkey,2007-09-24,3.1,tt1054564,Y
There Will Be Blood,2007-09-27,8.2,tt0469494,Y
The Ten Commandments,2007-10-19,2.9,tt0955411,Y
Enchanted,2007-10-20,7,tt0461770,Y
Bee Movie,2007-11-02,6.1,tt0389790,N
The Man from Earth,2007-11-13,7.9,tt0756683,Y
Hitman,2007-11-21,6.3,tt0465494,Y
The Land Before Time XIII: The Wisdom of Friends,2007-11-27,5.4,tt1139111,Y
Shrek the Halls,2007-11-28,6.4,tt0897387,Y
Alvin and the Chipmunks,2007-12-14,5.2,tt0952640,Y
Snowglobe,2007-12-15,6,tt1068284,Y
Taare Zameen Par,2007-12-21,8.4,tt0986264,Y
How to Hook Up Your Home Theater,2007-12-21,7.3,tt1114718,L
Walk Hard: The Dewey Cox Story,2007-12-21,6.8,tt0841046,Y
National Treasure: Book of Secrets,2007-12-21,6.5,tt0465234,Y
"Jungledyret Hugo: Fræk, flabet og fri",2007-12-21,4.8,tt1087858,Y
Beta House,2007-12-26,5.3,tt0974959,Y
"Oh, Rapunzel!",2008-01-01,,tt12246490,L
Asterix at the Olympic Games,2008-01-13,5.2,tt0463872,Y
Die Welle,2008-01-18,7.6,tt1063669,Y
Rambo,2008-01-25,7,tt0462499,Y
Snow Buddies,2008-02-05,5.2,tt1079448,Y
L: Change the World,2008-02-09,6.1,tt0912597,Y
Zombie Strippers!,2008-02-23,4.1,tt0960890,Y
Horton Hears a Who!,2008-03-14,6.8,tt0451079,Y
Expelled: No Intelligence Allowed,2008-04-18,3.8,tt1091617,Y
Iron Man,2008-05-02,7.9,tt0371746,Y
The Chronicles of Narnia: Prince Caspian,2008-05-07,6.5,tt0499448,Y
Kung Fu Panda,2008-05-15,7.6,tt0441773,Y
Indiana Jones and the Kingdom of the Crystal Skull,2008-05-18,6.1,tt0367882,N
"Synecdoche, New York",2008-05-23,7.6,tt0383028,Y
Journey to the Center of the Earth,2008-06-11,5.8,tt0373051,Y
The Incredible Hulk,2008-06-13,6.7,tt0800080,N
WALL·E,2008-06-23,8.4,tt0910970,Y
WALL·E,2008-06-27,8.4,tt0910970,Y
Mamma Mia!,2008-06-30,6.4,tt0795421,Y
The Dark Knight,2008-07-14,9,tt0468569,N
Pokémon: Giratina and the Sky Warrior,2008-07-19,6.1,tt1160525,Y
Death Note Rewrite: L o Tsugu Mono,2008-08-22,7.3,tt3355698,Y
The Little Mermaid: Ariel's Beginning,2008-08-26,6.2,tt0969647,Y
Burn After Reading,2008-08-27,7,tt0887883,Y
Disaster Movie,2008-08-29,1.9,tt1213644,Y
Slumdog Millionaire,2008-08-30,8,tt1010048,Y
Annie Lloyd,2008-09-01,7.4,tt4722548,L
Next Avengers: Heroes of Tomorrow,2008-09-02,6.3,tt1259998,Y
The Hurt Locker,2008-09-04,7.5,tt0887912,N
I Am So Proud of You,2008-09-20,8.2,tt1282053,Y
Cher Ami... ¡y yo!,2008-09-26,6.7,tt1476250,L
Rejsen til Saturn,2008-09-26,5.7,tt1095423,Y
Roadside Romeo,2008-10-23,5.2,tt1050739,Y
Tinker Bell,2008-10-28,6.8,tt0823671,Y
Quantum of Solace,2008-10-29,6.6,tt0830515,Y
Niko - lentäjän poika,2008-11-01,6.1,tt0885415,Y
Madagascar: Escape 2 Africa,2008-11-07,6.6,tt0479952,N
Twilight,2008-11-17,5.2,tt1099212,N
Bolt,2008-11-21,6.8,tt0397892,Y
A Matter of Loaf and Death,2008-12-03,7.6,tt1118511,Y
Punisher: War Zone,2008-12-05,5.9,tt0450314,Y
Yes Man,2008-12-09,6.8,tt1068680,Y
Surviving Sid,2008-12-09,6.6,tt1338677,L
The House of Orphans,2008-12-09,2.1,tt1810793,Y
Gran Torino,2008-12-12,8.1,tt1205489,Y
The Tale of Despereaux,2008-12-19,6.1,tt0420238,Y
The Curious Case of Benjamin Button,2008-12-25,7.8,tt0421715,Y
Blackadder Rides Again,2008-12-25,7.6,tt1347512,Y
Paul Blart: Mall Cop,2009-01-16,5.2,tt1114740,Y
I Love You Phillip Morris,2009-01-18,6.6,tt1045772,Y
In the Loop,2009-01-22,7.4,tt1226774,Y
Wuthering Heights,2009-01-25,7.6,tt1238834,Y
Hulk Vs.,2009-01-27,7,tt1325753,Y
Space Buddies,2009-02-03,4.4,tt1164647,L
Nord,2009-02-06,6.7,tt1252610,Y
Friday the 13th,2009-02-09,5.5,tt0758746,Y
The Girl with the Dragon Tattoo,2009-02-27,7.8,tt1132620,Y
Okaruto,2009-02-28,6.5,tt1395135,YT
Race to Witch Mountain,2009-03-11,5.7,tt1075417,Y
Fast & Furious,2009-03-12,6.6,tt1013752,Y
Monsters vs. Aliens,2009-03-27,6.4,tt0892782,Y
X-Men Origins: Wolverine,2009-04-09,6.6,tt0458525,Y
Star Trek,2009-05-08,7.9,tt0796366,Y
S. Darko,2009-05-12,3.6,tt1231277,Y
Kynodontas,2009-05-18,7.2,tt1379182,Y
Inglourious Basterds,2009-05-20,8.3,tt0361748,Y
Antichrist,2009-05-20,6.6,tt0870984,Y
Terminator Salvation,2009-05-21,6.5,tt0438488,Y
Night at the Museum: Battle of the Smithsonian,2009-05-22,6,tt1078912,Y
Up,2009-05-29,8.2,tt1049413,Y
The Hangover,2009-05-30,7.7,tt1119646,Y
Tinker Bell and the Lost Treasure,2009-06-05,6.7,tt1216516,Y
Ice Age: Dawn of the Dinosaurs,2009-07-01,6.9,tt1080016,Y
Harry Potter and the Half-Blood Prince,2009-07-07,7.6,tt0417741,Y
Curious George 2: Follow That Monkey!,2009-07-10,5.6,tt1350484,N
Dread,2009-07-14,5.6,tt1331307,Y
The Girl Who Played with Fire,2009-07-18,7.2,tt1216487,Y
Pokémon: Arceus and the Jewel of Life,2009-07-18,6.4,tt1468843,Y
The Time Traveler's Wife,2009-08-14,7.1,tt0452694,Y
Halloween II,2009-08-28,4.8,tt1311067,Y
The Human Centipede (First Sequence),2009-08-30,4.4,tt1467304,Y
The Road,2009-09-03,7.2,tt0898367,Y
9,2009-09-09,7.1,tt0472033,L
Survival of the Dead,2009-09-09,4.9,tt1134854,Y
Jennifer's Body,2009-09-10,5.2,tt1131734,Y
Scooby-Doo! The Mystery Begins,2009-09-13,5.3,tt1258157,Y
Zombieland,2009-09-25,7.6,tt1156398,Y
Children of the Corn,2009-09-26,3.8,tt1290135,Y
Fantastic Mr. Fox,2009-10-14,7.9,tt0432283,Y
The Boondock Saints II: All Saints Day,2009-10-19,6.3,tt1300851,Y
Monsters vs Aliens: Mutant Pumpkins from Outer Space,2009-10-28,6.4,tt1482967,Y
Santa Buddies,2009-11-02,4.6,tt1328875,L
A Christmas Carol,2009-11-03,6.8,tt1067106,Y
The Twilight Saga: New Moon,2009-11-16,4.7,tt1259571,N
Merry Madagascar,2009-11-17,6.7,tt1526300,Y
The Princess and the Frog,2009-11-25,7.1,tt0780521,Y
The Girl Who Kicked the Hornet's Nest,2009-11-27,7.3,tt1343097,Y
Brothers,2009-12-04,7.1,tt0765010,Y
Avatar,2009-12-10,7.8,tt0499549,Y
3 Idiots,2009-12-15,8.4,tt1187043,Y
American Pie - The Book of Love,2009-12-22,4.8,tt1407050,Y
Alvin and the Chipmunks: The Squeakquel,2009-12-23,4.5,tt1231580,Y
Sherlock Holmes,2009-12-25,7.6,tt0988045,Y
Frozen,2010-01-24,6.1,tt1323045,Y
Planet Hulk,2010-02-02,6.8,tt1483025,Y
Shutter Island,2010-02-13,8.2,tt1130884,N
