Title,Released,imdbRating,imdbID,Downloaded?
Back to the Future,1985-07-03,8.5,tt0088763,N
Red Sonja,1985-07-03,5.1,tt0089893,Y
Mad Max Beyond Thunderdome,1985-07-10,6.3,tt0089530,Y
The Black Cauldron,1985-07-24,6.4,tt0088814,Y
Desert Hearts,1985-08-01,7.1,tt0089015,Y
To Live and Die in L.A.,1985-11-01,7.3,tt0090180,Y
A Nightmare on Elm Street Part 2: Freddy's Revenge,1985-11-01,5.5,tt0089686,Y
Sherman's March,1985-11-13,7.3,tt0091943,Y
Once Bitten,1985-11-15,5.5,tt0089730,Y
Rocky IV,1985-11-21,6.9,tt0089927,Y
Tampopo,1985-11-23,8,tt0092048,Y
Asterix Versus Caesar,1985-12-11,6.8,tt0088748,YT
Ging chaat goo si,1985-12-14,7.6,tt0089374,Y
Tenshi no tamago,1985-12-15,7.7,tt0208502,YT
Troll,1986-01-17,4.5,tt0092115,Y
Highlander,1986-03-07,7.1,tt0091203,Y
Crocodile Dundee,1986-04-24,6.6,tt0090555,Y
Poltergeist II: The Other Side,1986-05-23,5.7,tt0091778,Y
Lucas,1986-05-28,6.9,tt0091445,Y
Ferris Bueller's Day Off,1986-06-11,7.8,tt0091042,Y
The Great Mouse Detective,1986-07-02,7.2,tt0091149,Y
Psycho III,1986-07-02,5.4,tt0091799,Y
Aliens,1986-07-18,8.3,tt0090605,Y
Friday the 13th Part VI: Jason Lives,1986-08-01,6,tt0091080,Y
Howard the Duck,1986-08-01,4.7,tt0091225,Y
Castle in the Sky,1986-08-02,8,tt0092067,Y
Stand by Me,1986-08-08,8.1,tt0092005,Y
Manhunter,1986-08-15,7.2,tt0091474,Y
The Texas Chainsaw Massacre 2,1986-08-22,5.6,tt0092076,Y
The Name of the Rose,1986-09-19,7.7,tt0091605,Y
True Stories,1986-10-10,7.2,tt0092117,Y
Peggy Sue Got Married,1986-10-10,6.4,tt0091738,Y
Jönssonligan dyker upp igen,1986-10-24,6.1,tt0091314,Y
An American Tail,1986-11-21,6.9,tt0090633,Y
Star Trek IV: The Voyage Home,1986-11-26,7.3,tt0092007,Y
Asterix in Britain,1986-12-03,7.1,tt0090667,YT
Platoon,1986-12-19,8.1,tt0091763,Y
King Kong Lives,1986-12-19,3.9,tt0091344,Y
Not a Jealous Bone,1987-01-01,6.6,tt12246450,L
Khane-ye doust kodjast?,1987-02-01,8.1,tt0093342,L
A Nightmare on Elm Street 3: Dream Warriors,1987-02-27,6.6,tt0093629,Y
Lethal Weapon,1987-03-06,7.6,tt0093409,Y
Raising Arizona,1987-03-13,7.3,tt0093822,Y
"Silent Night, Deadly Night 2",1987-04-10,3.8,tt0093974,Y
Full Metal Jacket,1987-06-17,8.3,tt0093058,Y
Spaceballs,1987-06-24,7.1,tt0094012,Y
The Living Daylights,1987-06-29,6.7,tt0093428,Y
Bates Motel,1987-07-05,3.8,tt0092622,Y
Jaws: The Revenge,1987-07-17,3,tt0093300,Y
Superman IV: The Quest for Peace,1987-07-24,3.7,tt0094074,Y
"Yuki yukite, shingun",1987-08-01,8.2,tt0092963,L
Can't Buy Me Love,1987-08-14,6.8,tt0092718,Y
Maurice,1987-09-05,7.7,tt0093512,Y
The Princess Bride,1987-09-25,8,tt0093779,Y
Mio min Mio,1987-10-16,6.4,tt0093543,Y
Scooby-Doo Meets the Boo Brothers,1987-10-18,7.1,tt0189070,Y
"Planes, Trains & Automobiles",1987-11-25,7.6,tt0093748,Y
Moonstruck,1987-12-01,7.1,tt0093565,Y
Wall Street,1987-12-11,7.4,tt0094291,Y
"Good Morning, Vietnam",1987-12-23,7.3,tt0093105,Y
"Slugs, muerte viscosa",1988-02-05,5.3,tt0093995,Y
Beetle Juice,1988-03-30,7.5,tt0094721,Y
Grave of the Fireflies,1988-04-16,8.5,tt0095327,Y
My Neighbor Totoro,1988-04-16,8.2,tt0096283,N
Friday the 13th Part VII: The New Blood,1988-05-13,5.3,tt0095179,Y
Crocodile Dundee II,1988-05-20,5.6,tt0092493,Y
The Incredible Hulk Returns,1988-05-22,5.8,tt0095368,Y
Rambo III,1988-05-25,5.8,tt0095956,N
Big,1988-06-03,7.3,tt0094737,Y
Poltergeist III,1988-06-10,4.7,tt0095889,Y
Who Framed Roger Rabbit,1988-06-22,7.7,tt0096438,Y
Coming to America,1988-06-29,7.1,tt0094898,Y
Die Hard,1988-07-15,8.2,tt0095016,Y
The Dead Pool,1988-07-23,6.3,tt0094963,Y
Journey to the Center of the Earth,1988-07-30,2.6,tt0097630,Y
A Nightmare on Elm Street 4: The Dream Master,1988-08-19,5.7,tt0095742,Y
Ging chaat goo si juk jaap,1988-08-20,7.1,tt0095403,Y
Earth Girls Are Easy,1988-09-08,5.4,tt0097257,Y
Scooby-Doo and the Ghoul School,1988-10-16,6.9,tt0189071,Y
Halloween 4: The Return of Michael Myers,1988-10-21,5.8,tt0095271,Y
Evil Angels,1988-11-03,6.9,tt0094924,Y
Scooby-Doo and the Reluctant Werewolf,1988-11-13,6.8,tt0189072,Y
Cinema Paradiso,1988-11-17,8.5,tt0095765,Y
The Land Before Time,1988-11-18,7.4,tt0095489,Y
Oliver & Company,1988-11-18,6.7,tt0095776,Y
Mississippi Burning,1988-12-02,7.8,tt0095647,Y
The Naked Gun: From the Files of Police Squad!,1988-12-02,7.6,tt0095705,Y
Talk Radio,1988-12-21,7.3,tt0096219,Y
Blackadder's Christmas Carol,1988-12-23,8,tt0094754,Y
Mashgh-e Shab,1989-01-01,7.9,tt0097843,Y
Heathers,1989-01-29,7.2,tt0097493,Y
Say Anything...,1989-04-14,7.3,tt0098258,Y
The Return of the Musketeers,1989-04-19,5.9,tt0098194,Y
Pet Sematary,1989-04-21,6.6,tt0098084,Y
Field of Dreams,1989-05-05,7.5,tt0097351,Y
The Trial of the Incredible Hulk,1989-05-07,5.9,tt0098512,Y
Indiana Jones and the Last Crusade,1989-05-24,8.2,tt0097576,N
Pink Cadillac,1989-05-26,5.4,tt0098097,Y
Dead Poets Society,1989-06-02,8.1,tt0097165,Y
Star Trek V: The Final Frontier,1989-06-09,5.5,tt0098382,Y
Licence to Kill,1989-06-13,6.6,tt0097742,Y
Ghostbusters II,1989-06-16,6.6,tt0097428,Y
Batman,1989-06-19,7.5,tt0096895,Y
"Honey, I Shrunk the Kids",1989-06-23,6.4,tt0097523,Y
Lethal Weapon 2,1989-07-07,7.2,tt0097733,Y
When Harry Met Sally...,1989-07-14,7.6,tt0098635,Y
Friday the 13th Part VIII: Jason Takes Manhattan,1989-07-28,4.6,tt0097388,Y
A Nightmare on Elm Street: The Dream Child,1989-08-11,5.1,tt0097981,Y
Asterix and the Big Fight,1989-10-04,6.4,tt0096842,L
The Punisher,1989-10-05,5.7,tt0098141,Y
Henry V,1989-10-06,7.5,tt0097499,Y
Halloween 5: The Revenge of Michael Myers,1989-10-13,5.1,tt0097474,Y
Jönssonligan på Mallorca,1989-11-03,5.9,tt0097636,Y
A Grand Day Out,1989-11-04,7.8,tt0104361,Y
The Little Mermaid,1989-11-17,7.6,tt0097757,Y
All Dogs Go to Heaven,1989-11-17,6.8,tt0096787,Y
"Silent Night, Deadly Night 3: Better Watch Out!",1989-11-17,3.4,tt0098331,Y
Back to the Future Part II,1989-11-22,7.8,tt0096874,N
The Woman in Black,1989-12-24,7.2,tt0098672,YT
Leatherface: Texas Chainsaw Massacre III,1990-01-12,5.1,tt0099994,Y
Nema-ye Nazdik,1990-02-01,8.3,tt0100234,Y
The Death of the Incredible Hulk,1990-02-18,5.8,tt0099387,Y
Lord of the Flies,1990-03-16,6.4,tt0100054,Y
Back to the Future Part III,1990-05-25,7.4,tt0099088,Y
Die Hard 2,1990-06-29,7.2,tt0099423,Y
DuckTales the Movie: Treasure of the Lost Lamp,1990-08-03,6.9,tt0099472,Y
The Exorcist III,1990-08-17,6.4,tt0099528,Y
Goodfellas,1990-09-09,8.7,tt0099685,Y
Miller's Crossing,1990-09-21,7.7,tt0100150,Y
Troll 2,1990-10-12,3,tt0105643,Y
Dances with Wolves,1990-10-19,8,tt0099348,Y
Night of the Living Dead,1990-10-19,6.9,tt0100258,Y
The NeverEnding Story II: The Next Chapter,1990-10-25,5.2,tt0100240,Y
Home Alone,1990-11-10,7.6,tt0099785,Y
Psycho IV: The Beginning,1990-11-10,5.5,tt0102724,Y
The Prince and the Pauper,1990-11-16,7.1,tt0100409,YT
The Rescuers Down Under,1990-11-16,6.9,tt0100477,Y
Rocky V,1990-11-16,5.3,tt0100507,Y
"Initiation: Silent Night, Deadly Night 4",1990-11-21,4,tt0100618,Y
Misery,1990-11-30,7.8,tt0100157,Y
Edward Scissorhands,1990-12-06,7.9,tt0099487,Y
Captain America,1990-12-14,3.2,tt0103923,Y
Hamlet,1990-12-19,6.7,tt0099726,Y
The Godfather: Part III,1990-12-20,7.6,tt0099674,Y
High Strung,1991-01-01,6.7,tt0102032,YT
The Silence of the Lambs,1991-01-30,8.6,tt0102926,Y
Highlander II: The Quickening,1991-04-12,4.3,tt0102034,Y
Thelma & Louise,1991-05-20,7.5,tt0103074,Y
Omen IV: The Awakening,1991-05-20,3.9,tt0102585,Y
Robin Hood: Prince of Thieves,1991-06-14,6.9,tt0102798,N
The Naked Gun 2½: The Smell of Fear,1991-06-28,6.9,tt0102510,Y
Terminator 2: Judgment Day,1991-07-01,8.5,tt0103064,N
Gu ling jie shao nian sha ren shi jian,1991-07-27,8.4,tt0101985,Y
Rock-A-Doodle,1991-08-02,6.1,tt0102802,Y
Freddy's Dead: The Final Nightmare,1991-09-13,4.9,tt0101917,Y
The Fisher King,1991-09-20,7.5,tt0101889,Y
Star Trek 25th Anniversary Special,1991-09-28,7,tt0274889,Y
Beauty and the Beast,1991-09-29,8,tt0101414,Y
"Silent Night, Deadly Night 5: The Toy Maker",1991-11-07,4.4,tt0105410,Y
An American Tail: Fievel Goes West,1991-11-17,6.5,tt0101329,Y
Samurai Cop,1991-11-30,4.6,tt0130236,Y
Star Trek VI: The Undiscovered Country,1991-12-06,7.2,tt0102975,Y
The Princess and the Goblin,1991-12-20,6.8,tt0107875,Y
The Hand That Rocks the Cradle,1992-01-10,6.7,tt0104389,Y
Reservoir Dogs,1992-01-21,8.3,tt0105236,Y
Zendegi va digar hich,1992-02-01,7.9,tt0105888,Y
Wayne's World,1992-02-14,7,tt0105793,Y
Basic Instinct,1992-03-18,7,tt0103772,Y
FernGully: The Last Rainforest,1992-04-10,6.5,tt0104254,Y
Lethal Weapon 3,1992-05-15,6.7,tt0104714,Y
Minbô no onna,1992-05-16,7.3,tt0104874,Y
The Long Day Closes,1992-05-22,7.4,tt0104753,Y
Alien³,1992-05-22,6.5,tt0103644,Y
Batman Returns,1992-06-16,7,tt0103776,Y
Ging chaat goo si III: Chiu kup ging chaat,1992-07-04,6.9,tt0104558,Y
"Honey, I Blew Up the Kid",1992-07-17,4.9,tt0104437,Y
The Itsy Bitsy Spider,1992-07-31,6,tt0104536,YT
Unforgiven,1992-08-03,8.2,tt0105695,Y
Pet Sematary II,1992-08-28,4.9,tt0105128,Y
Sneakers,1992-09-11,7.1,tt0105435,Y
El mariachi,1992-09-15,6.9,tt0104815,Y
Tom and Jerry: The Movie,1992-10-01,5.4,tt0105616,Y
Of Mice and Men,1992-10-02,7.5,tt0105046,Y
Children of the Corn II: The Final Sacrifice,1992-10-21,4.3,tt0106557,Y
Jönssonligan & den svarta diamanten,1992-10-30,5.5,tt0104581,Y
Dracula,1992-11-13,7.4,tt0103874,Y
Home Alone 2: Lost in New York,1992-11-20,6.8,tt0104431,Y
Aladdin,1992-11-25,8,tt0103639,Y
A Few Good Men,1992-12-09,7.7,tt0104257,Y
Forever Young,1992-12-11,6.3,tt0104291,Y
Scent of a Woman,1992-12-23,8,tt0105323,Y
Groundhog Day,1993-02-04,8,tt0107048,Y
Falling Down,1993-02-26,7.6,tt0106856,Y
Time Indefinite,1993-05-12,7.6,tt0108341,Y
Daibyônin,1993-05-29,6.7,tt0106651,Y
Jurassic Park,1993-06-09,8.1,tt0107290,N
Once Upon a Forest,1993-06-18,6.5,tt0107745,Y
Sleepless in Seattle,1993-06-25,6.8,tt0108160,Y
Free Willy,1993-07-16,6,tt0106965,Y
Jason Goes to Hell: The Final Friday,1993-08-13,4.2,tt0107254,Y
The Man Without a Face,1993-08-25,6.7,tt0107501,Y
Trois couleurs: Bleu,1993-09-08,7.9,tt0108394,Y
True Romance,1993-09-10,7.9,tt0108399,Y
Rudy,1993-09-18,7.5,tt0108002,Y
Dazed and Confused,1993-09-24,7.6,tt0106677,Y
The Nightmare Before Christmas,1993-10-29,8,tt0107688,Y
No Child of Mine,1993-10-31,6.1,tt0107694,YT
The Three Musketeers,1993-11-12,6.4,tt0108333,Y
Mrs. Doubtfire,1993-11-24,7,tt0107614,Y
Schindler's List,1993-11-30,8.9,tt0108052,N
Jungledyret,1993-12-10,6.2,tt0107289,Y
Wayne's World 2,1993-12-10,6.2,tt0108525,Y
The Wrong Trousers,1993-12-17,8.3,tt0108598,Y
Trois couleurs: Blanc,1994-01-26,7.6,tt0111507,Y
The Hudsucker Proxy,1994-01-27,7.2,tt0110074,Y
Zire darakhatan zeyton,1994-02-01,7.8,tt0111845,L
Jui kuen II,1994-02-03,7.6,tt0111512,Y
Ace Ventura: Pet Detective,1994-02-04,6.9,tt0109040,N
Another Midnight Run,1994-02-06,4.8,tt0109138,YT
Naked Gun 33 1/3: The Final Insult,1994-03-18,6.5,tt0110622,Y
Thumbelina,1994-03-30,6.4,tt0111419,Y
Trois couleurs: Rouge,1994-05-12,8.1,tt0111495,Y
Shallow Grave,1994-05-17,7.3,tt0111149,Y
Huo zhe,1994-05-18,8.3,tt0110081,YT
Pulp Fiction,1994-05-21,8.9,tt0110912,Y
The Fantastic Four,1994-05-31,3.8,tt0109770,Y
Speed,1994-06-10,7.2,tt0111257,Y
The Lion King,1994-06-15,8.5,tt0110357,Y
Forrest Gump,1994-07-06,8.8,tt0109830,N
Chung Hing sam lam,1994-07-14,8.1,tt0109424,L
North,1994-07-22,4.5,tt0110687,Y
The Mask,1994-07-29,6.9,tt0110475,N
Natural Born Killers,1994-08-26,7.3,tt0110632,Y
Scooby-Doo in Arabian Nights,1994-09-03,5.7,tt0192578,Y
The Shawshank Redemption,1994-09-10,9.3,tt0111161,Y
Léon: The Professional,1994-09-14,8.5,tt0110413,Y
Gwok chaan Ling Ling Chat,1994-09-14,7.2,tt0109962,Y
S.F.W.,1994-09-15,5.8,tt0111048,Y
Asterix in America,1994-09-29,6,tt0109162,L
A Troll in Central Park,1994-10-07,5.4,tt0108395,Y
Wes Craven's New Nightmare,1994-10-14,6.5,tt0111686,Y
Clerks,1994-10-19,7.7,tt0109445,Y
The NeverEnding Story III,1994-10-27,3.2,tt0110647,Y
Felidae,1994-11-03,7.1,tt0109791,YT
Frankenstein,1994-11-04,6.4,tt0109836,Y
Gordy,1994-11-04,3.8,tt0113199,L
The Santa Clause,1994-11-11,6.5,tt0111070,Y
Star Trek: Generations,1994-11-18,6.6,tt0111280,Y
Star Trek: A Captain's Log,1994-11-30,6.6,tt0324065,Y
Highlander: The Final Dimension,1994-11-30,4.5,tt0110027,Y
Dumb and Dumber,1994-12-16,7.3,tt0109686,Y
The Land Before Time II: The Great Valley Adventure,1994-12-23,5.9,tt0110300,Y
The Jungle Book,1994-12-25,6,tt0110213,Y
Yrrol - En kolossalt genomtänkt film,1994-12-28,6.9,tt0111807,Y
The Usual Suspects,1995-01-25,8.5,tt0114814,Y
Jönssonligans största kupp,1995-02-03,5,tt0113510,Y
Heavyweights,1995-02-17,6.6,tt0110006,Y
Texas Chainsaw Massacre: The Next Generation,1995-03-12,3.3,tt0110978,Y
A Goofy Movie,1995-04-07,6.9,tt0113198,Y
Bad Boys,1995-04-07,6.9,tt0112442,Y
The Pebble and the Penguin,1995-04-12,5.7,tt0114108,Y
Friday,1995-04-26,7.3,tt0113118,Y
Escape to Witch Mountain,1995-04-29,6.4,tt0112985,YT
Braveheart,1995-05-18,8.3,tt0112573,Y
Die Hard with a Vengeance,1995-05-19,7.6,tt0112864,Y
La haine,1995-05-27,8.1,tt0113247,Y
Batman Forever,1995-06-09,5.4,tt0112462,Y
Pocahontas,1995-06-10,6.7,tt0114148,Y
Free Willy 2: The Adventure Home,1995-07-19,5.1,tt0113114,Y
Living in Oblivion,1995-07-21,7.5,tt0113677,Y
Babe,1995-08-04,6.8,tt0112431,Y
Do lok tin si,1995-09-06,7.7,tt0112913,Y
Children of the Corn III: Urban Harvest,1995-09-12,4.2,tt0109415,Y
The Celluloid Closet,1995-09-13,7.8,tt0112651,Y
Se7en,1995-09-15,8.6,tt0114369,Y
Hackers,1995-09-15,6.3,tt0113243,Y
Showgirls,1995-09-22,4.9,tt0114436,Y
Halloween: The Curse of Michael Myers,1995-09-29,4.8,tt0113253,Y
Ace Ventura: When Nature Calls,1995-11-10,6.4,tt0112281,Y
GoldenEye,1995-11-13,7.2,tt0113189,Y
Toy Story,1995-11-19,8.3,tt0114709,Y
Casino,1995-11-22,8.2,tt0112641,Y
Heat,1995-12-15,8.2,tt0113277,Y
Othello,1995-12-15,6.9,tt0114057,Y
The Land Before Time III: The Time of the Great Giving,1995-12-15,5.7,tt0113596,Y
Balto,1995-12-22,7.1,tt0112453,Y
A Close Shave,1995-12-24,8.1,tt0112691,Y
Four Rooms,1995-12-25,6.8,tt0113101,Y
12 Monkeys,1995-12-29,8,tt0114746,Y
Suburbs of Eden,1996-01-01,6.8,tt12246420,L
From Dusk Till Dawn,1996-01-17,7.2,tt0116367,Y
Jägarna,1996-01-31,7.1,tt0116736,Y
Ging chaat goo si 4: Gaan dan yam mo,1996-02-10,6.6,tt0116704,Y
Project: ALF,1996-02-17,5.5,tt0117397,Y
Generation X,1996-02-20,4.6,tt0116401,Y
Bottle Rocket,1996-02-21,7,tt0115734,Y
Trainspotting,1996-02-23,8.1,tt0117951,Y
Fargo,1996-03-08,8.1,tt0116282,Y
All Dogs Go to Heaven 2,1996-03-29,5.6,tt0115509,Y
Primal Fear,1996-04-03,7.7,tt0117381,Y
James and the Giant Peach,1996-04-12,6.7,tt0116683,Y
Doctor Who,1996-05-12,6.4,tt0116118,Y
Mission: Impossible,1996-05-22,7.1,tt0117060,N
DragonHeart,1996-05-31,6.5,tt0116136,Y
Sûpâ no onna,1996-06-05,7.1,tt0127310,Y
The Cable Guy,1996-06-14,6.1,tt0115798,Y
The Hunchback of Notre Dame,1996-06-21,7,tt0116583,Y
Independence Day,1996-07-03,7,tt0116629,Y
Kazaam,1996-07-17,3,tt0116756,Y
Matilda,1996-08-02,6.9,tt0117008,Y
Star Trek: 30 Years and Beyond,1996-10-06,7.6,tt0274890,Y
Children of the Corn: The Gathering,1996-10-08,4.2,tt0115885,Y
Romeo + Juliet,1996-10-27,5.8,tt1645131,Y
Space Jam,1996-11-10,6.5,tt0117705,Y
The English Patient,1996-11-15,7.4,tt0116209,Y
Star Trek: First Contact,1996-11-22,7.6,tt0117731,Y
101 Dalmatians,1996-11-27,5.7,tt0115433,Y
Lilla Jönssonligan och cornflakeskuppen,1996-11-29,4.7,tt0116883,Y
The Land Before Time IV: Journey Through the Mists,1996-12-10,5.8,tt0116817,Y
Scream,1996-12-18,7.3,tt0117571,N
Jungledyret 2 - den store filmhelt,1996-12-20,5.4,tt0116728,Y
Hamlet,1996-12-25,7.7,tt0116477,Y
That Darn Cat,1997-02-14,4.7,tt0120317,Y
No Child of Mine,1997-02-25,7.3,tt0119795,YT
Liar Liar,1997-03-18,6.9,tt0119528,Y
"Honey, We Shrunk Ourselves!",1997-03-18,5,tt0119310,Y
Austin Powers: International Man of Mystery,1997-05-02,7,tt0118655,Y
The Fifth Element,1997-05-07,7.7,tt0119116,Y
L.A. Confidential,1997-05-14,8.2,tt0119488,Y
Ta'm e guilass,1997-05-16,7.8,tt0120265,Y
Chun gwong cha sit,1997-05-17,7.7,tt0118845,Y
The Lost World: Jurassic Park,1997-05-19,6.6,tt0119567,N
Con Air,1997-06-06,6.9,tt0118880,Y
Batman & Robin,1997-06-12,3.8,tt0118688,Y
Hercules,1997-06-13,7.3,tt0119282,Y
Speed 2: Cruise Control,1997-06-13,3.9,tt0120179,Y
Face/Off,1997-06-27,7.2,tt0119094,Y
Mononoke-hime,1997-07-12,8.4,tt0119698,Y
Air Bud,1997-08-01,5.3,tt0118570,Y
Ayneh,1997-08-06,7.5,tt0117056,Y
Free Willy 3: The Rescue,1997-08-08,4.8,tt0119152,Y
I Married a Strange Person!,1997-09-08,7,tt0119346,Y
Lolita,1997-09-25,6.9,tt0119558,Y
Marutai no onna,1997-09-27,7,tt0133089,Y
Die furchtlosen Vier,1997-10-02,6.1,tt0119170,YT
The Devil's Advocate,1997-10-17,7.5,tt0118971,Y
Ogifta par ...en film som skiljer sig,1997-10-29,5.8,tt0119820,Y
Titanic,1997-11-01,7.8,tt0120338,Y
Når livet går sin vej,1997-11-01,6.7,tt0189205,YT
Beauty and the Beast: The Enchanted Christmas,1997-11-11,6,tt0118692,Y
Anastasia,1997-11-14,7.2,tt0118617,Y
Flubber,1997-11-16,5.3,tt0119137,Y
Jack Frost,1997-11-18,4.6,tt0116671,Y
Alien: Resurrection,1997-11-26,6.2,tt0118583,Y
Lilla Jönssonligan på styva linan,1997-11-28,4.2,tt0119539,Y
Good Will Hunting,1997-12-02,8.3,tt0119217,Y
Jackie Brown,1997-12-08,7.5,tt0119396,Y
Tomorrow Never Dies,1997-12-09,6.5,tt0120347,Y
The Land Before Time V: The Mysterious Island,1997-12-09,6,tt0123950,Y
Scream 2,1997-12-10,6.2,tt0120082,Y
Life Is Beautiful,1997-12-20,8.6,tt0118799,Y
As Good as It Gets,1997-12-25,7.7,tt0119822,Y
The Big Lebowski,1998-01-18,8.1,tt0118715,Y
Sliding Doors,1998-01-26,6.7,tt0120148,Y
Blues Brothers 2000,1998-02-06,4.9,tt0118747,Y
Brave New World,1998-04-19,5.2,tt0145600,Y
Quest for Camelot,1998-05-15,6.3,tt0120800,Y
Godzilla,1998-05-20,5.4,tt0120685,Y
Nick Fury: Agent of Shield,1998-05-26,3.8,tt0119781,Y
The Truman Show,1998-06-01,8.1,tt0120382,Y
Can't Hardly Wait,1998-06-12,6.5,tt0127723,Y
The Mighty Kong,1998-06-16,4.1,tt0158780,YT
Mulan,1998-06-19,7.6,tt0120762,Y
Children of the Corn V: Fields of Terror,1998-06-21,3.9,tt0150111,Y
Buffalo '66,1998-06-26,7.5,tt0118789,Y
Pi,1998-07-10,7.4,tt0138704,Y
Lethal Weapon 4,1998-07-10,6.6,tt0122151,Y
There's Something About Mary,1998-07-15,7.1,tt0129387,Y
Pokémon: The First Movie - Mewtwo Strikes Back,1998-07-18,6.3,tt0190641,Y
Saving Private Ryan,1998-07-24,8.6,tt0120815,Y
Halloween H20: 20 Years Later,1998-08-05,5.8,tt0120694,Y
Air Bud: Golden Receiver,1998-08-14,4.5,tt0140796,Y
The Avengers,1998-08-14,3.8,tt0118661,Y
Lola rennt,1998-08-20,7.6,tt0130827,Y
Blade,1998-08-21,7.1,tt0120611,Y
Pocahontas II: Journey to a New World,1998-08-25,4.9,tt0143808,Y
"Lock, Stock and Two Smoking Barrels",1998-08-28,8.2,tt0120735,Y
Simon Birch,1998-09-11,6.9,tt0124879,Y
Rushmore,1998-09-17,7.7,tt0128445,Y
Antz,1998-09-19,6.5,tt0120587,Y
Pleasantville,1998-10-23,7.5,tt0120789,Y
The Lion King II: Simba's Pride,1998-10-27,6.5,tt0120131,Y
American History X,1998-10-30,8.5,tt0120586,Y
Bunny,1998-11-02,6.7,tt0179011,YT
Meet Joe Black,1998-11-13,7.2,tt0119643,Y
An American Tail: The Treasure of Manhattan Island,1998-11-16,5.9,tt0166973,Y
A Bug's Life,1998-11-20,7.2,tt0120623,Y
Babe: Pig in the City,1998-11-25,5.8,tt0120595,Y
The Land Before Time VI: The Secret of Saurus Rock,1998-12-01,5.9,tt0167247,Y
Psycho,1998-12-04,4.6,tt0155975,Y
Jack Frost,1998-12-10,5.4,tt0141109,Y
Shakespeare in Love,1998-12-11,7.1,tt0138097,Y
Star Trek: Insurrection,1998-12-11,6.4,tt0120844,Y
The Prince of Egypt,1998-12-16,7.1,tt0120794,Y
The Secret of NIMH 2: Timmy to the Rescue,1998-12-22,3.4,tt0171725,Y
Varsity Blues,1999-01-15,6.5,tt0139699,Y
She's All That,1999-01-19,5.9,tt0160862,Y
The Blair Witch Project,1999-01-23,6.5,tt0185937,Y
Jawbreaker,1999-01-30,5.7,tt0155776,Y
Asterix and Obelix vs. Caesar,1999-02-03,6,tt0133385,Y
Cruel Intentions,1999-03-05,6.8,tt0139134,Y
Comic Relief: Doctor Who - The Curse of Fatal Death,1999-03-12,8,tt0212887,YT
From Dusk Till Dawn 2: Texas Blood Money,1999-03-16,4.1,tt0120860,Y
Doug's 1st Movie,1999-03-26,5,tt0187819,L
The Matrix,1999-03-31,8.7,tt0133093,N
10 Things I Hate About You,1999-03-31,7.3,tt0147800,Y
Never Been Kissed,1999-04-09,6.1,tt0151738,Y
Can of Worms,1999-04-10,5,tt0186910,L
The Mummy,1999-05-07,7,tt0120616,Y
Man on the Moon,1999-05-11,7.4,tt0125664,Y
A Midsummer Night's Dream,1999-05-14,6.4,tt0140379,Y
Star Wars: Episode I - The Phantom Menace,1999-05-19,6.5,tt0120915,Y
Austin Powers: The Spy Who Shagged Me,1999-06-11,6.6,tt0145660,Y
Tarzan,1999-06-12,7.3,tt0120855,Y
"South Park: Bigger, Longer & Uncut",1999-06-22,7.7,tt0158983,Y
American Pie,1999-07-09,7,tt0163651,Y
Eyes Wide Shut,1999-07-16,7.4,tt0120663,Y
Pokémon the Movie 2000,1999-07-17,6.1,tt0210234,Y
The Iron Giant,1999-07-31,8,tt0129167,Y
The Sixth Sense,1999-08-02,8.1,tt0167404,Y
Bowfinger,1999-08-13,6.4,tt0131325,Y
Being John Malkovich,1999-09-02,7.7,tt0120601,Y
American Beauty,1999-09-08,8.4,tt0169547,Y
Fight Club,1999-09-10,8.8,tt0137523,Y
But I'm a Cheerleader,1999-09-12,6.7,tt0179116,Y
Children of the Corn 666: Isaac's Return,1999-10-19,3.5,tt0177625,Y
From Dusk Till Dawn 3: The Hangman's Daughter,1999-10-31,4.8,tt0120695,Y
The Insider,1999-11-05,7.8,tt0140352,Y
The World Is Not Enough,1999-11-08,6.4,tt0143145,Y
Toy Story 2,1999-11-13,7.9,tt0120363,Y
Bartok the Magnificent,1999-11-16,6.2,tt0197273,Y
The Boondock Saints,1999-11-19,7.7,tt0144117,Y
Tomten är far till alla barnen,1999-11-26,6.9,tt0201265,N
Blackadder Back & Forth,1999-12-06,7.7,tt0212579,Y
An American Tail: The Mystery of the Night Monster,1999-12-09,6,tt0197230,Y
The Green Mile,1999-12-10,8.6,tt0120689,N
The Talented Mr. Ripley,1999-12-12,7.4,tt0134119,Y
Magnolia,1999-12-17,8,tt0175880,Y
Fantasia 2000,1999-12-17,7.2,tt0120910,Y
Bicentennial Man,1999-12-17,6.9,tt0182789,Y
"Girl, Interrupted",1999-12-21,7.3,tt0172493,N
Galaxy Quest,1999-12-25,7.3,tt0177789,Y
American Psycho,2000-01-21,7.6,tt0144084,Y
Hamlet,2000-01-24,5.9,tt0171359,L
Scream 3,2000-02-03,5.6,tt0134084,Y
The Tigger Movie,2000-02-11,6.4,tt0220099,Y
An Extremely Goofy Movie,2000-02-29,6.4,tt0208185,Y
Erin Brockovich,2000-03-17,7.4,tt0195685,Y
The Road to El Dorado,2000-03-31,6.9,tt0138749,Y
Gladiator,2000-05-01,8.5,tt0172495,N
Requiem for a Dream,2000-05-14,8.3,tt0180093,Y
Yi yi,2000-05-14,8.2,tt0244316,Y
